Link,Publishing Info
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-till-stiftelsen-svenska-filminstitutet-att-fortsatt-stodja-tillgangen-till-film-for-barn-pa-de-nationella-minoritetsspraken/,"Publicerad19 oktober 2017·RegeringsuppdragfrånKulturdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/10/genomforande-av-oskuldspresumtionsdirektivet/,"Publicerad19 oktober 2017·Lagrådsremiss,Rättsliga dokumentfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171828,"Publicerad19 oktober 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/10/dir.-2017103,"Publicerad19 oktober 2017·Kommittédirektiv,Rättsliga dokumentfrånFinansdepartementet,Regeringen,Socialdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-att-genomfora-en-fordjupningsstudie-samt-fordela-medel-rorande-psykisk-halsa-och-suicidprevention-riktad-till-transpersoner2/,"Publicerad19 oktober 2017·RegeringsuppdragfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-om-digital-information-till-utlandska-arbetstagare-arbetsgivare-och-egenforetagare-som-verkar-eller-avser-att-verka-i-sverige/,Publicerad19 oktober 2017·RegeringsuppdragfrånArbetsmarknadsdepartementet
https://www.regeringen.se/arendeforteckningar/2017/10/regeringens-arendeforteckningar-vecka-42-2017/,"Publicerad18 oktober 2017·ÄrendeförteckningfrånArbetsmarknadsdepartementet,Finansdepartementet,Försvarsdepartementet,Justitiedepartementet,Klimat- och näringslivsdepartementet,Kulturdepartementet,Socialdepartementet,Utbildningsdepartementet,Utrikesdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-att-utreda-forutsattningarna-for-att-elvagar-pa-sikt-ska-kunna-vara-en-del-av-det-svenska-transportsystemet/,Publicerad17 oktober 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-till-mucf-att-genomfora-forberedelser-av-fordelning-av-stod-i-samband-med-de-allmanna-valen-2018-och-europaparlamentsvalet-2019/,"Publicerad17 oktober 2017·RegeringsuppdragfrånKulturdepartementet,Regeringen"
https://www.regeringen.se/remisser/2017/06/remiss-sou-201758-amerikansk-inresekontroll-vid-utresa-fran-sverige--sa-kan-avtalen-genomforas/,Publicerad29 juni 2017· Uppdaterad17 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201777/,"Publicerad17 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånFinansdepartementet"
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/10/radiospektrumanvandning-i-framtiden/,"Publicerad16 oktober 2017·Kommittédirektiv,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201781/,"Publicerad16 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånLandsbygds- och infrastrukturdepartementet"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201778/,"Publicerad16 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånFinansdepartementet"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201779/,"Publicerad16 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånKulturdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-ds-201747-utredningar-avseende-viss-skador-och-dodsfall/,Publicerad13 oktober 2017·RemissfrånSocialdepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/ds-201747/,"Publicerad13 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-ds-201749-omedelbart-omhandertagande-av-barn-och-unga-i-vissa-internationella-situationer/,Publicerad13 oktober 2017·RemissfrånSocialdepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/omedelbart-omhandertagande-av-barn-och-unga-i-vissa-internationella-situationer_ds_2017_49_/,"Publicerad13 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/10/anpassning-av-svensk-ratt-till-eu-forordningen-om-linbaneanlaggningar/,"Publicerad13 oktober 2017·Lagrådsremiss,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/10/andringar-i-postlagen1/,"Publicerad13 oktober 2017·Lagrådsremiss,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/remisser/2017/06/remiss-av-sou-201731-starkt-konsumentskydd-pa-bostadsrattsmarknaden/,Publicerad22 juni 2017· Uppdaterad13 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/10/ny-lag-om-bostadsanpassningsbidrag/,"Publicerad12 oktober 2017·Lagrådsremiss,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/ds-201748/,"Publicerad12 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/10/dir.-2017100,"Publicerad12 oktober 2017·Kommittédirektiv,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/remisser/2017/10/remiss-av-promemorian-vissa-forslag-till-andringar-i-lagen-om-offentlig-upphandling-med-anledning-av-valfardsutredningens-forslag/,Publicerad12 oktober 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/vissa-forslag-till-andringar-i-lagen-om-offentlig-upphandling-med-anledning-av-valfardsutredningens-forslag/,"Publicerad12 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-avseende-eu-rattsakt-com2017495-europaparlamentets-och-radets-forordning-om-en-ram-for-det-fria-flodet-av-icke-personuppgifter-i-europeiska-unionen/,Publicerad12 oktober 2017·RemissfrånUtrikesdepartementet
https://www.regeringen.se/remisser/2017/10/remiss-av-promemoria-vinterdackskrav-for-tunga-vagfordon/,Publicerad12 oktober 2017·RemissfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/vinterdackskrav-for-tunga-vagfordon/,"Publicerad12 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet"
https://www.regeringen.se/arendeforteckningar/2017/10/regeringens-arendeforteckningar-vecka-41-2017/,"Publicerad11 oktober 2017·ÄrendeförteckningfrånFinansdepartementet,Försvarsdepartementet,Justitiedepartementet,Klimat- och näringslivsdepartementet,Kulturdepartementet,Socialdepartementet,Utbildningsdepartementet,Utrikesdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-att-redovisa-atgarder-for-en-okad-produktivitet-i-anlaggningsbranschen/,Publicerad11 oktober 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/remisser/2017/07/remiss-sou-201765-hyran-vid-nyproduktion/,Publicerad31 juli 2017· Uppdaterad11 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/remisser/2017/07/remiss-av-ds-201735-korkortslan/,Publicerad13 juli 2017· Uppdaterad11 oktober 2017·RemissfrånArbetsmarknadsdepartementet
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201775/,"Publicerad11 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånJustitiedepartementet"
https://www.regeringen.se/remisser/2017/07/remiss-av-promemoria-vattenmiljo-och-vattenkraft/,"Publicerad03 juli 2017· Uppdaterad11 oktober 2017·RemissfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171826,"Publicerad11 oktober 2017·Proposition,Rättsliga dokumentfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-att-prova-forslag-till-arbetsprocess-for-nivastrukturering-av-hogspecialiserad-vard/,Publicerad10 oktober 2017·RegeringsuppdragfrånSocialdepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-2017188,"Publicerad10 oktober 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171820,"Publicerad10 oktober 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/remisser/2017/03/remiss-av-sou-201723-digitalforvaltning.nu,Publicerad22 mars 2017· Uppdaterad10 oktober 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/fortydligande-av-overgangsbestammelser-till-lagen-om-vardepappersmarknaden-nar-det-galler-clearingverksamhet/,"Publicerad09 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-av-promemoria-fortydligande-av-overgangsbestammelser-till-lagen-om-vardepappersmarknaden-nar-det-galler-clearingverksamhet/,Publicerad09 oktober 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-infor-miljoradet-den-13-oktober-2017/,Publicerad09 oktober 2017·Kommenterad dagordningfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-infor-allmanna-radets-mote-den-17-oktober-2017/,Publicerad09 oktober 2017·Kommenterad dagordningfrånStatsrådsberedningen
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201776/,"Publicerad09 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånSocialdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-ds-201746-en-omarbetad-kriminalvardsdatalag--anpassning-till-eus-dataskyddsforordning/,Publicerad09 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/remisser/2017/10/remiss-ds-201745-en-omarbetad-utlanningsdatalag--anpassning-till-eus-dataskyddsforordning/,Publicerad09 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/ds-201745/,"Publicerad09 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånJustitiedepartementet"
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-infor-fac-16-oktober/,Publicerad09 oktober 2017·Kommenterad dagordning
https://www.regeringen.se/remisser/2017/10/remiss-sou-201774-brottsdatalag--kompletterande-lagstiftning/,Publicerad06 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171824,"Publicerad06 oktober 2017·Proposition,Rättsliga dokumentfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/remisser/2017/07/remiss-sou-201761-villkorlig-frigivning---forstarkta-atgarder-mot-aterfall-i-brott/,Publicerad31 juli 2017· Uppdaterad06 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/aterinforande-av-skattereduktion-for-fackforeningsavgift/,"Publicerad06 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-av-promemorian-aterinforande-av-skattereduktion-for-fackforeningsavgift/,Publicerad06 oktober 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-radet-for-finansiella-och-ekonomiska-fragor-den-10-oktober-2017/,Publicerad06 oktober 2017·Kommenterad dagordningfrånFinansdepartementet
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-till-sametinget-avseende-samernas-bibliotek/,"Publicerad05 oktober 2017·RegeringsuppdragfrånKulturdepartementet,Regeringen"
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-for-radets-mote-jordbruksministrarna-den-9-oktober-2017/,Publicerad05 oktober 2017·Kommenterad dagordningfrånLandsbygds- och infrastrukturdepartementet
https://www.regeringen.se/rapporter/2017/10/berakningskonventioner-2018/,Publicerad05 oktober 2017·RapportfrånFinansdepartementet
https://www.regeringen.se/regeringsuppdrag/2017/10/uppdrag-till-statistiska-centralbyran-att-redovisa-registerdata-om-integration-pa-nationell-regional-och-lokal-niva/,"Publicerad05 oktober 2017·RegeringsuppdragfrånArbetsmarknadsdepartementet,Regeringen"
https://www.regeringen.se/kommenterade-dagordningar/2017/10/kommenterad-dagordning-for-radets-mote-for-rattsliga-och-inrikes-fragor-rif-den-1213-oktober-2017/,"Publicerad04 oktober 2017·Kommenterad dagordningfrånJustitiedepartementet,Kulturdepartementet"
https://www.regeringen.se/rattsliga-dokument/skrivelse/2017/10/skr.-20171821,"Publicerad04 oktober 2017·Rättsliga dokument,SkrivelsefrånRegeringen,Socialdepartementet"
https://www.regeringen.se/arendeforteckningar/2017/10/regeringens-arendeforteckningar-vecka-40-2017/,"Publicerad04 oktober 2017·ÄrendeförteckningfrånArbetsmarknadsdepartementet,Finansdepartementet,Försvarsdepartementet,Justitiedepartementet,Klimat- och näringslivsdepartementet,Kulturdepartementet,Socialdepartementet,Utbildningsdepartementet,Utrikesdepartementet"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171819,"Publicerad04 oktober 2017·Proposition,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/remisser/2017/10/remiss-av-promemorian-skarpt-kontroll-av-statliga-myndigheters-utkontraktering-och-overlatelse-av-sakerhetskanslig-verksamhet/,Publicerad04 oktober 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/skarpt-kontroll-av-statliga-myndigheters-utkontraktering-och-overlatelse-av-sakerhetskanslig-verksamhet/,"Publicerad04 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånJustitiedepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-av-stralsakerhetsmyndighetens-forslag-till-stukturella-forandringar-i-forordningen-om-vissa-avgifter-till-stralsakerhetsmyndigheten/,Publicerad06 september 2017· Uppdaterad04 oktober 2017·RemissfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/10/prop.-20171825,"Publicerad04 oktober 2017·Proposition,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/10/sou-201774/,"Publicerad04 oktober 2017·Rättsliga dokument,Statens offentliga utredningarfrånJustitiedepartementet"
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/05/dir.-201750,"Publicerad15 maj 2017· Uppdaterad03 oktober 2017·Kommittédirektiv,Rättsliga dokumentfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/10/ds-201746/,"Publicerad03 oktober 2017·Departementsserien och promemorior,Rättsliga dokumentfrånJustitiedepartementet"
https://www.regeringen.se/remisser/2017/06/remiss-av-utvardering-av-laponiaforvaltningen/,Publicerad26 juni 2017· Uppdaterad03 oktober 2017·RemissfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/rapporter/2017/10/slutredovisning-av-regeringsuppdrag-till-tullverket-polismyndigheten-ekobrottsmyndigheten-och-skatteverket-om-illegal-hantering-av-punktskattepliktiga-varor/,Publicerad02 oktober 2017·RapportfrånFinansdepartementet
https://www.regeringen.se/remisser/2017/06/remiss-av-klimatanpassningsutredningens-betankande-sou-201742-vem-har-ansvaret/,Publicerad08 juni 2017· Uppdaterad02 oktober 2017·RemissfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/strategier-for-internationellt-bistand/2017/10/strategi-for-sveriges-samarbete-med-fns-utvecklingsprogram-undp-2017-2021/,Publicerad02 oktober 2017·Strategier för internationellt biståndfrånUtrikesdepartementet
https://www.regeringen.se/strategier-for-internationellt-bistand/2017/10/strategi-for-sveriges-samarbete-med-fns-befolkningsfond-unfpa-2017-2021/,Publicerad02 oktober 2017·Strategier för internationellt biståndfrånUtrikesdepartementet
https://www.regeringen.se/remisser/2017/09/remiss-sou-201755-en-ny-kamerabevakningslag/,Publicerad29 september 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/09/sou-201773/,"Publicerad29 september 2017·Rättsliga dokument,Statens offentliga utredningarfrånKlimat- och näringslivsdepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-av-kompletterande-promemoria-till-betankandet-sou-201739-ny-dataskyddslag/,Publicerad29 september 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/kompletterande-promemoria-till-betankandet-ny-dataskyddslag-sou-201739/,"Publicerad29 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånJustitiedepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-digitalisera-de-nationella-proven-m.m,"Publicerad28 september 2017·RegeringsuppdragfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/09/sou-201770/,"Publicerad28 september 2017·Rättsliga dokument,Statens offentliga utredningarfrånJustitiedepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/09/en-ny-beslutsprocess-for-den-hogspecialiserade-varden/,"Publicerad28 september 2017·Lagrådsremiss,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/rattsliga-dokument/skrivelse/2017/09/skr.-20171813,"Publicerad28 september 2017·Rättsliga dokument,SkrivelsefrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2017/09/okad-insyn-i-partiers-finansiering--ett-utbyggt-regelverk/,"Publicerad28 september 2017·Lagrådsremiss,Rättsliga dokumentfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/09/dir.-201798,"Publicerad28 september 2017·Kommittédirektiv,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-analysera-genomforandet-av-ett-nytt-regelverk-for-arbetsformedlingens-etableringsuppdrag/,"Publicerad28 september 2017·RegeringsuppdragfrånArbetsmarknadsdepartementet,Regeringen"
https://www.regeringen.se/arendeforteckningar/2017/09/regeringens-arendeforteckningar-vecka-39-2017/,"Publicerad27 september 2017·ÄrendeförteckningfrånArbetsmarknadsdepartementet,Finansdepartementet,Försvarsdepartementet,Justitiedepartementet,Klimat- och näringslivsdepartementet,Kulturdepartementet,Socialdepartementet,Utbildningsdepartementet,Utrikesdepartementet"
https://www.regeringen.se/rapporter/2017/09/rapport-for-bolag-med-statligt-agande-januari-juni-2017/,Publicerad27 september 2017·RapportfrånFinansdepartementet
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/09/sou-201772/,"Publicerad27 september 2017·Rättsliga dokument,Statens offentliga utredningarfrånJustitiedepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-ds-201743-konsultation-i-fragor-som-ror-det-samiska-folket/,Publicerad27 september 2017·RemissfrånKulturdepartementet
https://www.regeringen.se/remisser/2017/09/remiss-ds-201742-foljdandringar-till-ny-forvaltningslag/,Publicerad27 september 2017·RemissfrånJustitiedepartementet
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/ds-201742/,"Publicerad27 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånJustitiedepartementet"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017185,"Publicerad27 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017184,"Publicerad27 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/slopad-skattefrihet-for-forman-av-halso--och-sjukvard/,"Publicerad26 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-av-promemorian-slopad-skattefrihet-for-forman-av-halso--och-sjukvard/,Publicerad26 september 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/kommenterade-dagordningar/2017/09/kommenterad-dagordning-infor-miljoradet-den-19-juni-2017/,Publicerad26 september 2017·Kommenterad dagordningfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017187,"Publicerad26 september 2017·Proposition,Rättsliga dokumentfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-20171816,"Publicerad26 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/12/prop-20171812/,"Publicerad26 september 2017·Proposition,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-lamna-arsredovisning-for-livrustkammaren-och-skoklosters-slott-med-stiftelsen-hallwylska-museet/,"Publicerad26 september 2017·RegeringsuppdragfrånKulturdepartementet,Regeringen"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-ta-fram-forslag-till-stadieindelade-kursplaner-och-kunskapskrav-i-moderna-sprak-och-teckensprak-for-horande/,"Publicerad26 september 2017·RegeringsuppdragfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-foresla-metod-och-regler-for-redovisning-av-byggnaders-klimatpaverkan/,"Publicerad25 september 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/ds-201744/,"Publicerad22 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/ds-201625/,"Publicerad22 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånKlimat- och näringslivsdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-till-trafikverket-att-infora-anlaggningar-for-nykterhetskontroll/,"Publicerad22 september 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-20171818,"Publicerad22 september 2017·Proposition,Rättsliga dokumentfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/remisser/2017/04/remiss-sou-201724-ett-arbetsliv-i-forandring--hur-paverkas-ansvaret-for-arbetsmiljon/,Publicerad24 april 2017· Uppdaterad22 september 2017·RemissfrånArbetsmarknadsdepartementet
https://www.regeringen.se/regeringsuppdrag/2017/09/tillagg-till-uppdrag-att-utreda-ytterligare/,"Publicerad21 september 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/ds-201743/,"Publicerad21 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånKulturdepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-av-promemorian-elmarknadslag-ds-201744/,Publicerad21 september 2017·RemissfrånKlimat- och näringslivsdepartementet
https://www.regeringen.se/rattsliga-dokument/kommittedirektiv/2017/09/dir.-201701,"Publicerad21 september 2017·Kommittédirektiv,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-20171817,"Publicerad21 september 2017·Proposition,Rättsliga dokumentfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/rattsliga-dokument/departementsserien-och-promemorior/2017/09/forfattningsandringar-pa-finansmarknadsomradet-med-anledning-av-eus-dataskyddsforordning/,"Publicerad21 september 2017·Departementsserien och promemorior,Rättsliga dokumentfrånFinansdepartementet"
https://www.regeringen.se/remisser/2017/09/remiss-av-promemorian-forfattningsandringar-pa-finansmarknadsomradet-med-anledning-av-eus-dataskyddsforordning/,Publicerad21 september 2017·RemissfrånFinansdepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017186,"Publicerad21 september 2017·Proposition,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-att-vidta-forberedelser-infor-inrattandet-av-ett-nationellt-centrum-mot-valdsbejakande-extremism-vid-brottsforebyggande-radet/,"Publicerad21 september 2017·RegeringsuppdragfrånJustitiedepartementet,Regeringen"
https://www.regeringen.se/arendeforteckningar/2017/09/regeringens-arendeforteckningar-vecka-38-2017/,"Publicerad20 september 2017·ÄrendeförteckningfrånArbetsmarknadsdepartementet,Finansdepartementet,Försvarsdepartementet,Justitiedepartementet,Klimat- och näringslivsdepartementet,Kulturdepartementet,Socialdepartementet,Statsrådsberedningen,Utbildningsdepartementet,Utrikesdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-om-fullgorande-av-sveriges-atagande-for-2014-enligt-eus-ansvarsfordelningsbeslut-gallande-utslapp-av-vaxthusgaser/,"Publicerad20 september 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-om-att-forbereda-inforandet-av-ett-statligt-lan-for-korkortsutbildning/,"Publicerad20 september 2017·RegeringsuppdragfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/regeringsuppdrag/2017/09/uppdrag-till-trafikverket-att-inga-avtal-om-nattagstrafik-till-och-fran-jamtland/,"Publicerad20 september 2017·RegeringsuppdragfrånKlimat- och näringslivsdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017183,"Publicerad20 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017182,"Publicerad20 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017181,"Publicerad20 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rapporter/2017/09/metod-for-berakning-av-potentiella-variabler-september-2017/,Publicerad20 september 2017·RapportfrånFinansdepartementet
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop-20171810/,"Publicerad19 september 2017·Proposition,Rättsliga dokumentfrånRegeringen,Socialdepartementet"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-20171811,"Publicerad19 september 2017·Proposition,Rättsliga dokumentfrånFinansdepartementet,Regeringen"
https://www.regeringen.se/rattsliga-dokument/proposition/2017/09/prop.-2017189,"Publicerad18 september 2017·Proposition,Rättsliga dokumentfrånRegeringen,Utbildningsdepartementet"
https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2017/09/sou-201771/,"Publicerad18 september 2017·Rättsliga dokument,Statens offentliga utredningarfrånKlimat- och näringslivsdepartementet"
