Link,Publishing Info
https://www.regeringen.se/rapporter/2012/03/s20121822sf/,Publicerad01 mars 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/03/dnr-s20122173sf/,Publicerad23 mars 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/04/regeringens-atgardsprogram-for-alkohol--narkotika--dopnings--och-tobakspolitiken-2012/,Publicerad26 april 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/05/s20123569fst/,Publicerad15 maj 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/05/s2012.006,Publicerad25 maj 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/06/s20124640sf/,Publicerad26 juni 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/09/s20126026fst/,Publicerad06 september 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/11/s2012.012,Publicerad28 november 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2012/12/s2012.013,Publicerad21 december 2012· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/03/s20132222sf/,Publicerad21 mars 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/04/atgardsprogram-for-alkohol--narkotika--dopnings--och-tobakspolitiken-2013/,Publicerad09 april 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/09/s2013.010,Publicerad05 september 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/09/s20136586fs/,Publicerad26 september 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/11/s20118904fst/,Publicerad07 november 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/11/s20138194sf/,Publicerad27 november 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2013/12/regelforenklingar-inom-pensionsformaner/,Publicerad23 december 2013· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2014/02/s2014.005,Publicerad05 februari 2014· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2014/01/s2014.003,Publicerad14 januari 2014· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2014/03/s2014.008,Publicerad03 mars 2014· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rapporter/2014/11/s2014.025,Publicerad17 november 2014· Uppdaterad02 april 2015·RapportfrånSocialdepartementet
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2001/12/vissa-andringar-i-receptregisterlagen/,"Publicerad13 december 2001· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/12/rokfria-serveringsmiljoer/,"Publicerad18 december 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/10/24-timmarsmyndighet-inom-socialforsakringens-administration/,"Publicerad30 oktober 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/09/genomforande-av-eg-direktivet-om-kliniska-provningar/,"Publicerad18 september 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/05/finansiell-samordning-inom-rehabiliteringsomradet/,"Publicerad08 maj 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/04/ny-smittskyddslag-m.m,"Publicerad24 april 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/04/behandling-av-personuppgifter-inom-socialforsakringens-administration/,"Publicerad16 april 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/12/jamkning-av-avgift-for-fardiglagad-mat-och-andra-sociala-tjanster-inom-aldre--och-handikappomsorgen/,"Publicerad11 december 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2003/02/alkoholreklam-i-tryckta-skrifter/,"Publicerad27 februari 2003· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/03/internationella-adoptionsfragor/,"Publicerad18 mars 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/04/anpassningar-med-anledning-av-en-ny-statlig-myndighet-for-socialforsakringens-administration/,"Publicerad07 april 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/03/stamcellsforskning/,"Publicerad29 mars 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/04/alkoholreklam-m.m,"Publicerad22 april 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/04/extraordinara-smittskyddsatgarder/,"Publicerad22 april 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/06/okad-patientsakerhet-pa-lakemedelsomradet/,"Publicerad24 juni 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/09/drivkrafter-for-minskad-sjukfranvaro/,"Publicerad03 september 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/09/kvalitet-dokumentation-och-anmalningsplikt-i-lagen-1993387-om-stod-och-service-till-vissa-funktionshindrade-lss-m.m,"Publicerad24 september 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2004/12/ledarhundar/,"Publicerad17 december 2004· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/ett-reformerat-underhallsstod/,"Publicerad03 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/behorigheten-for-lakare-i-enskild-verksamhet-m.m,"Publicerad03 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånStatsrådsberedningen"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/vissa-lagandringar-betraffande-halsofarliga-varor-och-narkotikaprekursorer/,"Publicerad11 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/starkt-rattssakerhet-och-vardinnehall-i-lvm-varden-m.m,"Publicerad11 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/tobakskontroll---genomforande-av-whos-ramkonvention-om-tobakskontroll-m.m,"Publicerad11 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/02/atgarder-mot-illegal-alkoholhantering/,"Publicerad18 februari 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/03/driftsformer-for-offentligt-finansierade-sjukhus/,"Publicerad10 mars 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/05/starkta-krav-pa-vardhygien/,"Publicerad12 maj 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/06/sarskilda-smittskyddsatgarder-for-injektionsmissbrukare/,"Publicerad28 juni 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/10/legitimation-och-skyddad-yrkestitel/,"Publicerad13 oktober 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/11/forsaljning-av-barn-barnprostitution-och-barnpornografi---fakultativt-protokoll-till-konventionen-om-barnets-rattigheter/,"Publicerad07 november 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/11/andringar-i-lakemedelslagstiftningen-m.m,"Publicerad21 november 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/11/anmalningsskyldighet-sakerhet-och-tillsyn-inom-psykiatrisk-tvangsvard/,"Publicerad25 november 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2005/11/genetisk-integritet-m.m,"Publicerad28 november 2005· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/02/starkt-rattssakerhet-for-aldre-m.fl,"Publicerad10 februari 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/02/genomforande-av-eg-direktivet-om-kvalitet-och-sakerhet-hos-blod-och-blodkomponenter/,"Publicerad17 februari 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/02/sekretess-i-donationsregistret/,"Publicerad17 februari 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/02/utfardande-av-provisoriska-pass-for-barn-for-direkt-resa-till-sverige/,"Publicerad17 februari 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/03/elektroniska-kommunikationstjanster-m.m.-inom-psykiatrisk-tvangsvard,"Publicerad23 mars 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/06/skydd-mot-internationella-hot-mot-manniskors-halsa/,"Publicerad02 juni 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/11/registerkontroll-av-personal-i-hem-for-vard-eller-boende-som-tar-emot-barn/,"Publicerad24 november 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/11/vissa-regler-om-ranta-i-samband-med-aterkrav/,"Publicerad30 november 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2006/12/vissa-lakemedels--och-psykiatrifragor/,"Publicerad15 december 2006· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/01/ersattning-for-kostnader-for-vard-i-annat-ees-land/,"Publicerad22 januari 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/03/utredningar-avseende-barn-som-har-avlidit-i-anledning-av-brott/,"Publicerad15 mars 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/04/beslut-om-pensionsgrundande-inkomst-m.m,"Publicerad04 april 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/04/lakarintyg-fran-forsta-sjukfranvarodagen/,"Publicerad13 april 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/05/abort-for-utlandska-kvinnor-och-forebyggande-av-oonskade-graviditeter/,"Publicerad10 maj 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/05/utveckling-av-den-sociala-barn--och-undomsvarden-m.m,"Publicerad14 maj 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/05/vissa-andringar-av-lagen-om-blodsakerhet-m.m,"Publicerad24 maj 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/09/nikotinlakemedel-i-handeln/,"Publicerad21 september 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/11/statligt-tandvardsstod/,"Publicerad09 november 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2007/12/socialforsakringsbalk/,"Publicerad14 december 2007· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/01/ny-vardform-inom-den-psykiatriska-tvangsvarden/,"Publicerad21 januari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/02/genomforande-av-eg-direktivet-om-manskliga-vavnader-och-celler/,"Publicerad04 februari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/02/patientdatalag-m.m,"Publicerad04 februari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/02/atgarder-mot-missbruk-av-tillfallig-foraldrapenning/,"Publicerad15 februari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/02/jamstalldhetsbonus---familjepolitisk-reform/,"Publicerad15 februari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/02/alkoholfragor-med-eg-rattslig-anknytning/,"Publicerad28 februari 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/03/sjukhusens-lakemedelsforsorjning/,"Publicerad25 mars 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/05/namndemannamedverkan-i-kammarratten-i-socialforsakringsmal-m.m,"Publicerad22 maj 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/08/lag-om-valfrihetssystem/,"Publicerad21 augusti 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/08/andringar-i-lagen-19911047om-sjuklon/,"Publicerad29 augusti 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/09/ytterligare-atgarder-for-att-genomfora-eg-direktiv-om-manskliga-vavnader-och-celler/,"Publicerad08 september 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/10/ersattningsetablering-m.m.-for-vissa-privata-vardgivare,"Publicerad10 oktober 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/10/vardval-i-primarvarden/,"Publicerad24 oktober 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/12/genomforande-av-eg-direktiv-om-medicinteknik-m.m,"Publicerad04 december 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/12/vissa-internationella-adoptionsfragor/,"Publicerad05 december 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2008/12/omreglering-av-apoteksmarknaden/,"Publicerad09 december 2008· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/02/samordnad-och-tydlig-tillsyn-av-socialtjansten/,"Publicerad02 februari 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/02/vissa-fragor-om-vardnadsbidrag/,"Publicerad05 februari 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/02/andringar-i-lagen-2005258-om-lakemedelsforteckning/,"Publicerad05 februari 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/03/handel-med-vissa-receptfria-lakemedel/,"Publicerad27 mars 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/04/vissa-psykiatrifragor-m.m,"Publicerad08 april 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/04/utokat-sarskilt-hogriskskydd-i-lagen-19911047-om-sjuklon-m.m,"Publicerad24 april 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/10/behovsbedomning-av-annat-an-ekonomiskt-bistand-enligt-socialtjanstlagen/,"Publicerad22 oktober 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/11/starkt-stallning-for-patienten---vardgaranti-fast-vardkontakt-och-fornyad-medicinsk-bedomning/,"Publicerad06 november 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/11/patientnamnderna---begransning-av-sekretessbrytande-bestammelse/,"Publicerad26 november 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/12/etisk-bedomning-av-nya-metoder-i-varden/,"Publicerad03 december 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/12/betalningsansvaret-for-underarigas-avgifter-inom-halso--och-sjukvarden-och-tandvarden/,"Publicerad03 december 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2009/12/vissa-apoteksfragor/,"Publicerad03 december 2009· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/01/en-ny-alkohollag/,"Publicerad15 januari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/01/vardigt-liv-i-aldreomsorgen/,"Publicerad21 januari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/01/okad-kvalitet-vid-lakemedelsforskrivning/,"Publicerad29 januari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/02/personlig-assistans-m.m.---atgarder-for-okad-kvalitet-och-trygghet,"Publicerad04 februari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/02/lex-sarah-och-socialtjansten---forslag-om-vissa-forandringar/,"Publicerad04 februari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/02/patientsakerhet-och-tillsyn/,"Publicerad09 februari 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/03/olovlig-tobaksforsaljning/,"Publicerad16 mars 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/06/en-effektivare-narkotika--och-dopningslagstiftning-m.m,"Publicerad15 juni 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/10/vissa-andringar-i-lakemedelslagen/,"Publicerad14 oktober 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2010/11/ansvarsfordelning-mellan-bosattningskommun-och-vistelsekommun/,"Publicerad26 november 2010· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2011/06/utredningar-avseende-vissa-dodsfall/,"Publicerad03 juni 2011· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2011/06/lagradsremiss/,"Publicerad23 juni 2011· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2011/12/alkoholservering-pa-sarskilda-boenden/,"Publicerad16 december 2011· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2012/01/genomforande-av-andringsdirektiv-201084eu-avseende-sakerhetsovervakning-av-lakemedel/,"Publicerad27 januari 2012· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2012/02/fortydligande-av-arbetsgivares-ansvar-for-sjuklon/,"Publicerad02 februari 2012· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
https://www.regeringen.se/rattsliga-dokument/lagradsremiss/2012/02/genomforande-av-eu-direktivet-om-manskliga-organ/,"Publicerad10 februari 2012· Uppdaterad02 april 2015·Lagrådsremiss,Rättsliga dokumentfrånSocialdepartementet"
